Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
523716,ASHIANA,ASHIANA HOUSING LTD.-$,21 Feb 2008,Bonus issue 5:2,22 Feb 2008,-,-,15 Feb 2008,21 Feb 2008,-
507410,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.,25 Feb 2008,Bonus issue 1:1,03 Mar 2008,-,-,25 Feb 2008,29 Feb 2008,-
532911,PARLESOFT,PARLE SOFTWARE LTD.,28 Feb 2008,Bonus issue 3:1,-,03 Mar 2008,05 Mar 2008,25 Feb 2008,29 Feb 2008,-
500550,SIEMENS,SIEMENS LTD.,29 Feb 2008,Bonus issue 1:1,03 Mar 2008,-,-,25 Feb 2008,29 Feb 2008,-
531175,BLSINFOTE,BLS INFOTECH LTD.,17 Mar 2008,Bonus issue 3:8,18 Mar 2008,-,-,11 Mar 2008,17 Mar 2008,-
503657,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,17 Mar 2008,Bonus issue 9:5,29 Mar 2008,-,-,17 Mar 2008,02 Apr 2008,-
512531,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,19 Mar 2008,Bonus issue 1:1,24 Mar 2008,-,-,13 Mar 2008,19 Mar 2008,-
502465,SPECIAPP,SPECIALITY PAPERS LTD.,15 Apr 2008,Bonus issue 1:1,16 Apr 2008,-,-,08 Apr 2008,15 Apr 2008,-
531344,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,16 Apr 2008,Bonus issue 1:1,17 Apr 2008,-,-,09 Apr 2008,16 Apr 2008,-
512247,ASHCAP,ASHIRWAD CAPITAL LTD.,15 May 2008,Bonus issue 3:5,16 May 2008,-,-,09 May 2008,15 May 2008,-
531932,CGIMPEX,C.G.IMPEX LTD.,15 May 2008,Bonus issue 1:2,16 May 2008,-,-,09 May 2008,15 May 2008,-
512257,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,15 May 2008,Bonus issue 1:3,16 May 2008,-,-,09 May 2008,15 May 2008,-
526371,NMDC,NMDC LTD.,21 May 2008,Bonus issue 2:1,22 May 2008,-,-,14 May 2008,21 May 2008,-
532939,RPOWER,RELIANCE POWER LTD.,30 May 2008,Bonus issue 3:5,-,03 Jun 2008,05 Jun 2008,27 May 2008,02 Jun 2008,-
504387,ELFTRDG,ELF TRADING & CHEMICALS MANUFACTURING LTD.,20 Jun 2008,Bonus issue 3:1,04 Jul 2008,-,-,20 Jun 2008,09 Jul 2008,-
506184,KANANIIND,KANANI INDUSTRIES LTD.,24 Jul 2008,Bonus issue 1:1,07 Aug 2008,-,-,24 Jul 2008,12 Aug 2008,-
511208,IVC,IL&FS INVESTMENT MANAGERS LTD.,28 Jul 2008,Bonus issue 1:2,29 Jul 2008,-,-,22 Jul 2008,28 Jul 2008,-
526654,THAKDEV,THAKKERS DEVELOPERS LTD.,06 Aug 2008,Bonus issue 1:1,18 Aug 2008,-,-,06 Aug 2008,21 Aug 2008,-
500295,VEDL,Vedanta Limited,08 Aug 2008,Bonus issue 1:1,18 Aug 2008,-,-,08 Aug 2008,13 Aug 2008,-
532283,KSHPRDT,KAASHYAP TECHNOLOGIES LTD.,13 Aug 2008,Bonus issue 1:6,14 Aug 2008,-,-,07 Aug 2008,13 Aug 2008,-
532873,HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,21 Aug 2008,Bonus issue 2:7,22 Aug 2008,-,-,14 Aug 2008,21 Aug 2008,-
590071,SUNDARMFIN,SUNDARAM FINANCE LTD.,22 Aug 2008,Bonus issue 1:1,25 Aug 2008,-,-,14 Aug 2008,22 Aug 2008,-
523405,JMFINANCIL,JM FINANCIAL LTD.-$,08 Sep 2008,Bonus issue 3:2,15 Sep 2008,-,-,08 Sep 2008,12 Sep 2008,-
532523,BIOCON,BIOCON LTD.,11 Sep 2008,Bonus issue 1:1,12 Sep 2008,-,-,05 Sep 2008,11 Sep 2008,-
500019,BOR,BANK OF RAJASTHAN LTD.,18 Sep 2008,Bonus issue 1:5,20 Sep 2008,-,-,15 Sep 2008,18 Sep 2008,-
511131,KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.,19 Sep 2008,Bonus issue 1:1,22 Sep 2008,-,-,15 Sep 2008,19 Sep 2008,-
517063,JETKINGQ,JETKING INFOTRAIN LTD.,25 Sep 2008,Bonus issue 1:2,26 Sep 2008,-,-,19 Sep 2008,25 Sep 2008,-
513729,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,26 Sep 2008,Bonus issue 1:2,30 Sep 2008,-,-,23 Sep 2008,26 Sep 2008,-
506197,BLISSGVS,BLISS GVS PHARMA LTD.,26 Sep 2008,Bonus issue 3:5,30 Sep 2008,-,-,23 Sep 2008,26 Sep 2008,-
522241,MMFL,M.M.FORGINGS LTD.-$,26 Sep 2008,Bonus issue 1:1,30 Sep 2008,-,-,23 Sep 2008,26 Sep 2008,-
519260,SANWARIA,Sanwaria Consumer Ltd-$,26 Sep 2008,Bonus issue 1:1,30 Sep 2008,-,-,23 Sep 2008,26 Sep 2008,-
590085,GLOSTER2,GLOSTER LTD.,29 Sep 2008,Bonus issue 1:1,01 Oct 2008,-,-,24 Sep 2008,30 Sep 2008,-
502335,JOLLNEW,JOLLY BOARD LTD.,29 Sep 2008,Bonus issue 4:1,01 Oct 2008,-,-,24 Sep 2008,30 Sep 2008,-
500510,LT,LARSEN & TOUBRO LTD.,01 Oct 2008,Bonus issue 1:1,03 Oct 2008,-,-,24 Sep 2008,01 Oct 2008,-
500260,RAMCOCEM,The Ramco Cements Limited,01 Oct 2008,Bonus issue 1:1,10 Oct 2008,-,-,01 Oct 2008,08 Oct 2008,-
532389,VALECHAENG,VALECHA ENGINEERING LTD.-$,01 Oct 2008,Bonus issue 1:2,03 Oct 2008,-,-,24 Sep 2008,01 Oct 2008,-
532155,GAIL,GAIL (INDIA) LTD.,06 Oct 2008,Bonus issue 1:2,07 Oct 2008,-,-,26 Sep 2008,06 Oct 2008,-
504036,HIRECT,HIND RECTIFIERS LTD.,06 Oct 2008,Bonus issue 1:1,07 Oct 2008,-,-,26 Sep 2008,06 Oct 2008,-
500008,AMARAJABAT,AMARA RAJA BATTERIES LTD.,14 Oct 2008,Bonus issue 1:2,15 Oct 2008,-,-,07 Oct 2008,14 Oct 2008,-
532181,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,16 Oct 2008,Bonus issue 1:1,17 Oct 2008,-,-,10 Oct 2008,16 Oct 2008,-
532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,16 Oct 2008,Bonus issue 1:4,17 Oct 2008,-,-,10 Oct 2008,16 Oct 2008,-
512579,GUJNRECOKE,GUJARAT NRE COKE LTD.,17 Oct 2008,Bonus issue 2:5,20 Oct 2008,-,-,13 Oct 2008,17 Oct 2008,-
523598,SCI,SHIPPING CORPORATION OF INDIA LTD.,29 Oct 2008,Bonus issue 1:2,31 Oct 2008,-,-,23 Oct 2008,29 Oct 2008,-
512070,UPL,UPL Limited,29 Oct 2008,Bonus issue 1:1,31 Oct 2008,-,-,23 Oct 2008,29 Oct 2008,-
532391,OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.,03 Nov 2008,Bonus issue 7:10,04 Nov 2008,-,-,24 Oct 2008,03 Nov 2008,-
513043,REMIEDEL,Remi Edelstahl Tubulars Limited,03 Nov 2008,Bonus issue 1:1,04 Nov 2008,-,-,24 Oct 2008,03 Nov 2008,-
523574,FEL,Future Enterprises Ltd,05 Nov 2008,Bonus issue 1:10,-,07 Nov 2008,10 Nov 2008,31 Oct 2008,06 Nov 2008,-
531591,BAMPSL,BAMPSL SECURITIES LTD.,10 Nov 2008,Bonus issue 2:5,11 Nov 2008,-,-,04 Nov 2008,10 Nov 2008,-
503657,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,12 Nov 2008,Bonus issue 14:10,14 Nov 2008,-,-,06 Nov 2008,12 Nov 2008,-
521167,FRONTBUSS,FRONTLINE BUSINESS SOLUTIONS LTD.,05 Dec 2008,Bonus issue 1:1,19 Dec 2008,-,-,05 Dec 2008,23 Dec 2008,-
523842,SUPTANERY,Super Tannery Limited,05 Dec 2008,Bonus issue 1:1,08 Dec 2008,-,-,01 Dec 2008,05 Dec 2008,-
505533,WESTLIFE,WESTLIFE DEVELOPMENT LTD.,10 Dec 2008,Bonus issue 79:1,11 Dec 2008,-,-,03 Dec 2008,10 Dec 2008,-
531312,SANRASOF,SANRAA MEDIA LTD.,16 Dec 2008,Bonus issue 1:1,17 Dec 2008,-,-,10 Dec 2008,16 Dec 2008,-
522217,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,19 Dec 2008,Bonus issue 1:2,22 Dec 2008,-,-,15 Dec 2008,19 Dec 2008,-
532339,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,24 Dec 2008,Bonus issue 1:1,26 Dec 2008,-,-,18 Dec 2008,24 Dec 2008,-
512017,ZEXDONTR,EXDON TRADING CO.LTD.,31 Dec 2008,Bonus issue 2:1,12 Jan 2009,-,-,31 Dec 2008,15 Jan 2009,-
504382,SMPLXTR,SIMPLEX TRADING & AGENCIES LTD.,05 Jan 2009,Bonus issue 4:1,06 Jan 2009,-,-,30 Dec 2008,05 Jan 2009,-
504028,GEE,GEE LTD.,07 Jan 2009,Bonus issue 1:5,09 Jan 2009,-,-,01 Jan 2009,07 Jan 2009,-
509003,TRANOCE,TRANSOCEANIC PROPERTIES LTD.,29 Jan 2009,Bonus issue 20:1,10 Feb 2009,-,-,29 Jan 2009,13 Feb 2009,-
512487,REMIELEK,Remi Elektrotechnik Limited,04 Mar 2009,Bonus issue 1:1,16 Mar 2009,-,-,04 Mar 2009,19 Mar 2009,-
523642,PIIND,PI Industries Ltd,25 Mar 2009,Bonus issue 1:1,08 Apr 2009,-,-,25 Mar 2009,09 Apr 2009,-
532540,TCS,TATA CONSULTANCY SERVICES LTD.,16 Jun 2009,Bonus issue 1:1,17 Jun 2009,-,-,10 Jun 2009,16 Jun 2009,-
506131,INDIACO,INDIACO VENTURES LTD.,19 Jun 2009,Bonus issue 1:1,26 Jun 2009,-,-,19 Jun 2009,25 Jun 2009,-
522261,DOLPHINOFF,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD.-$,29 Jun 2009,Bonus issue 2:5,-,02 Jul 2009,02 Jul 2009,25 Jun 2009,01 Jul 2009,-
532410,TRANSCOR,TRANSCORP INTERNATIONAL LTD.,02 Jul 2009,Bonus issue 1:2,-,06 Jul 2009,07 Jul 2009,29 Jun 2009,03 Jul 2009,-
532981,ANULABS,ANU'S LABORATORIES LTD.,24 Jul 2009,Bonus issue 1:1,27 Jul 2009,-,-,20 Jul 2009,24 Jul 2009,-
504336,INTRA,INDTRADECO LTD.,27 Jul 2009,Bonus issue 2:3,28 Jul 2009,-,-,21 Jul 2009,27 Jul 2009,-
503657,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,29 Jul 2009,Bonus issue 1:2,-,31 Jul 2009,31 Jul 2009,24 Jul 2009,30 Jul 2009,-
532488,DIVISLAB,DIVI'S LABORATORIES LTD.,30 Jul 2009,Bonus issue 1:1,01 Aug 2009,-,-,27 Jul 2009,30 Jul 2009,-
505854,TRF,TRF LTD.-$,31 Jul 2009,Bonus issue 1:1,03 Aug 2009,-,-,27 Jul 2009,31 Jul 2009,-
512149,AVANCE,AVANCE TECHNOLOGIES LTD.,03 Aug 2009,Bonus issue 4:1,08 Aug 2009,-,-,03 Aug 2009,06 Aug 2009,-
511200,MUNCAPM,MUNOTH CAPITAL MARKET LTD.,05 Aug 2009,Bonus issue 7:2,06 Aug 2009,-,-,31 Jul 2009,05 Aug 2009,-
533011,CORAL-HUB,Coral Hub Limited,06 Aug 2009,Bonus issue 1:2,07 Aug 2009,-,-,31 Jul 2009,06 Aug 2009,-
504879,ORIENTABRA,ORIENT ABRASIVES LTD.-$,12 Aug 2009,Bonus issue 1:1,13 Aug 2009,-,-,06 Aug 2009,12 Aug 2009,-
532672,GLODYNE,GLODYNE TECHNOSERVE LTD.,20 Aug 2009,Bonus issue 1:1,-,24 Aug 2009,24 Aug 2009,17 Aug 2009,21 Aug 2009,-
506184,KANANIIND,KANANI INDUSTRIES LTD.,20 Aug 2009,Bonus issue 2:1,-,24 Aug 2009,24 Aug 2009,17 Aug 2009,21 Aug 2009,-
508982,LINKSONI,LINKSON INTERNATIONAL LTD.,21 Aug 2009,Bonus issue 2:1,-,31 Aug 2009,31 Aug 2009,21 Aug 2009,03 Sep 2009,-
504028,GEE,GEE LTD.,25 Aug 2009,Bonus issue 1:4,26 Aug 2009,-,-,18 Aug 2009,25 Aug 2009,-
507205,TI,TILAKNAGAR INDUSTRIES LTD.-$,02 Sep 2009,Bonus issue 2:1,03 Sep 2009,-,-,27 Aug 2009,02 Sep 2009,-
531624,COUNCODOS,COUNTRY CONDO'S LTD.,04 Sep 2009,Bonus issue 2:1,07 Sep 2009,-,-,31 Aug 2009,04 Sep 2009,-
508989,NAVNETEDUL,Navneet Education Limited,08 Sep 2009,Bonus issue 3:2,09 Sep 2009,-,-,02 Sep 2009,08 Sep 2009,-
506170,HIRAN,HIRAN ORGOCHEM LTD.-$,10 Sep 2009,Bonus issue 4:1,12 Sep 2009,-,-,07 Sep 2009,10 Sep 2009,-
532286,JINDALSTEL,JINDAL STEEL & POWER LTD.,14 Sep 2009,Bonus issue 5:1,-,16 Sep 2009,17 Sep 2009,09 Sep 2009,15 Sep 2009,-
532369,RAMCOIND,RAMCO INDUSTRIES LTD.,14 Sep 2009,Bonus issue 1:1,15 Sep 2009,-,-,08 Sep 2009,14 Sep 2009,-
512233,JAYTEX,JAYBHARAT TEXTILES & REAL ESTATE LTD.,16 Sep 2009,Bonus issue 1:2,17 Sep 2009,-,-,10 Sep 2009,16 Sep 2009,-
523477,GUJRATGAS,GUJARAT GAS CO.LTD.,17 Sep 2009,Bonus issue 1:1,19 Sep 2009,-,-,14 Sep 2009,17 Sep 2009,-
509527,FALCONT,FALCON TYRES LTD.-$,25 Sep 2009,Bonus issue 2:1,29 Sep 2009,-,-,18 Sep 2009,24 Sep 2009,-
512105,PROAIMENT,Proaim Enterprises Ltd,07 Oct 2009,Bonus issue 3:1,08 Oct 2009,-,-,29 Sep 2009,07 Oct 2009,-
520056,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,09 Oct 2009,Bonus issue 1:1,12 Oct 2009,-,-,05 Oct 2009,09 Oct 2009,-
519003,MODINATUR,Modi Naturals Limited,14 Oct 2009,Bonus issue 1:1,26 Oct 2009,-,-,14 Oct 2009,28 Oct 2009,-
532051,SWELECTES,Swelect Energy Systems Limited-$,14 Oct 2009,Bonus issue 1:1,15 Oct 2009,-,-,08 Oct 2009,14 Oct 2009,-
530965,IOC,INDIAN OIL CORPORATION LTD.,29 Oct 2009,Bonus issue 1:1,30 Oct 2009,-,-,23 Oct 2009,29 Oct 2009,-
500325,RELIANCE,RELIANCE INDUSTRIES LTD.,26 Nov 2009,Bonus issue 1:1,27 Nov 2009,-,-,20 Nov 2009,26 Nov 2009,-
530459,VALSONQ,VALSON INDUSTRIES LTD.-$,07 Dec 2009,Bonus issue 1:1,08 Dec 2009,-,-,01 Dec 2009,07 Dec 2009,-
512599,ADANIENT,ADANI ENTERPRISES LTD.,10 Dec 2009,Bonus issue 1:1,11 Dec 2009,-,-,04 Dec 2009,10 Dec 2009,-
509709,INTLCONV,INTERNATIONAL CONVEYORS LTD.,10 Dec 2009,Bonus issue 1:1,11 Dec 2009,-,-,07 Dec 2009,10 Dec 2009,-
512131,SIGNETIND,Signet Industries Limited,11 Dec 2009,Bonus issue 2:1,14 Dec 2009,-,-,07 Dec 2009,11 Dec 2009,-
522163,DIAPOWER,Diamond Power Infrastructure Limited-$,16 Dec 2009,Bonus issue 1:3,17 Dec 2009,-,-,10 Dec 2009,16 Dec 2009,-
512018,CNIRESLTD,CNI RESEARCH LTD.,17 Dec 2009,Bonus issue 1:1,18 Dec 2009,-,-,11 Dec 2009,17 Dec 2009,-
532532,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,17 Dec 2009,Bonus issue 1:2,18 Dec 2009,-,-,11 Dec 2009,17 Dec 2009,-
512048,LUHARUKA,Luharuka Media & Infra Ltd,23 Dec 2009,Bonus issue 3:1,24 Dec 2009,-,-,17 Dec 2009,23 Dec 2009,-
517498,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,29 Dec 2009,Bonus issue 1:1,30 Dec 2009,-,-,21 Dec 2009,29 Dec 2009,-
521030,NAKODA,Nakoda Limited-$,22 Jan 2010,Bonus issue 1:1,25 Jan 2010,-,-,18 Jan 2010,22 Jan 2010,-
531959,NEWINFRA,Newtime Infrastructure Limited,28 Jan 2010,Bonus issue 2:1,30 Jan 2010,-,-,22 Jan 2010,28 Jan 2010,-
532793,SHREEASHTA,SHREE ASHTAVINAYAK CINE VISION LTD.,01 Feb 2010,Bonus issue 4:1,02 Feb 2010,-,-,25 Jan 2010,01 Feb 2010,-
508860,DIAMANT,Diamant Infrastructure Limited,08 Feb 2010,Bonus issue 3:1,09 Feb 2010,-,-,02 Feb 2010,08 Feb 2010,-
523842,SUPTANERY,Super Tannery Limited,08 Feb 2010,Bonus issue 1:2,09 Feb 2010,-,-,02 Feb 2010,08 Feb 2010,-
531266,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,08 Feb 2010,Bonus issue 1:2,09 Feb 2010,-,-,02 Feb 2010,08 Feb 2010,-
532724,MOUNTEVTR,MOUNTEVEREST TRADING & INVESTMENT LTD.,10 Feb 2010,Bonus issue 3:1,12 Feb 2010,-,-,09 Feb 2010,10 Feb 2010,-
532666,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,26 Feb 2010,Bonus issue 1:1,02 Mar 2010,-,-,22 Feb 2010,26 Feb 2010,-
531312,SANRASOF,SANRAA MEDIA LTD.,04 Mar 2010,Bonus issue 5:4,05 Mar 2010,-,-,25 Feb 2010,04 Mar 2010,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,08 Mar 2010,Bonus issue 3:4,09 Mar 2010,-,-,02 Mar 2010,08 Mar 2010,-
532374,STRTECH,STERLITE TECHNOLOGIES LTD.,09 Mar 2010,Bonus issue 1:1,10 Mar 2010,-,-,03 Mar 2010,09 Mar 2010,-
530871,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,10 Mar 2010,Bonus issue 1:1,11 Mar 2010,-,-,04 Mar 2010,10 Mar 2010,-
509627,HINDDORROL,HINDUSTAN DORR-OLIVER LTD.,15 Mar 2010,Bonus issue 1:1,17 Mar 2010,-,-,10 Mar 2010,16 Mar 2010,-
500331,PIDILITIND,PIDILITE INDUSTRIES LTD.,15 Mar 2010,Bonus issue 1:1,17 Mar 2010,-,-,10 Mar 2010,16 Mar 2010,-
532670,RENUKA,SHREE RENUKA SUGARS LTD.,15 Mar 2010,Bonus issue 1:1,17 Mar 2010,-,-,10 Mar 2010,16 Mar 2010,-
531249,WLPACKP,WELL PACK PAPERS & CONTAINERS LTD.,15 Mar 2010,Bonus issue 3:4,17 Mar 2010,-,-,10 Mar 2010,16 Mar 2010,-
530747,INDOASIAF,INDO ASIAN FINANCE LTD.,18 Mar 2010,Bonus issue 2:1,19 Mar 2010,-,-,12 Mar 2010,18 Mar 2010,-
530773,IVRCLINFRA,IVRCL LTD,18 Mar 2010,Bonus issue 1:1,19 Mar 2010,-,-,12 Mar 2010,18 Mar 2010,-
532509,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,18 Mar 2010,Bonus issue 1:1,20 Mar 2010,-,-,12 Mar 2010,18 Mar 2010,-
530191,CHROMATIC,CHROMATIC INDIA LTD.,22 Mar 2010,Bonus issue 5:2,23 Mar 2010,-,-,15 Mar 2010,22 Mar 2010,-
504351,EMPOWER,EMPOWER INDIA LTD.,23 Mar 2010,Bonus issue 23:2,25 Mar 2010,-,-,17 Mar 2010,23 Mar 2010,-
531768,POLYMED,POLY MEDICURE LTD.,26 Mar 2010,Bonus issue 1:1,29 Mar 2010,-,-,19 Mar 2010,26 Mar 2010,-
532321,CADILAHC,CADILA HEALTHCARE LTD.,05 Apr 2010,Bonus issue 1:2,06 Apr 2010,-,-,26 Mar 2010,05 Apr 2010,-
500870,CASTROLIND,CASTROL INDIA LTD.,09 Apr 2010,Bonus issue 1:1,12 Apr 2010,-,-,05 Apr 2010,09 Apr 2010,-
504398,SJCORP,SJ CORPORATION LTD.,12 Apr 2010,Bonus issue 3:1,14 Apr 2010,-,-,07 Apr 2010,12 Apr 2010,-
531213,MANAPPURAM,MANAPPURAM FINANCE LTD.,03 May 2010,Bonus issue 1:1,04 May 2010,-,-,27 Apr 2010,03 May 2010,-
532178,ENGINERSIN,ENGINEERS INDIA LTD.,06 May 2010,Bonus issue 2:1,07 May 2010,-,-,30 Apr 2010,06 May 2010,-
512579,GUJNRECOKE,GUJARAT NRE COKE LTD.,06 May 2010,Bonus issue 1:10,07 May 2010,-,-,30 Apr 2010,06 May 2010,-
503663,TILAK,Tilak Ventures Ltd,10 May 2010,Bonus issue 4:1,18 May 2010,-,-,10 May 2010,21 May 2010,-
532900,PAISALO,Paisalo Digital Ltd,18 May 2010,Bonus issue 3:1,19 May 2010,-,-,12 May 2010,18 May 2010,-
532881,IVRCLAH,IVRCL Assets & Holdings Limited,20 May 2010,Bonus issue 1:2,21 May 2010,-,-,14 May 2010,20 May 2010,-
526893,SRINIHAT,SRINIVASA HATCHERIES LTD.-$,20 May 2010,Bonus issue 1:1,22 May 2010,-,-,17 May 2010,20 May 2010,-
500355,RALLIS,RALLIS INDIA LTD.,08 Jun 2010,Bonus issue 1:2,09 Jun 2010,-,-,02 Jun 2010,08 Jun 2010,-
532175,CYIENT,Cyient Limited,10 Jun 2010,Bonus issue 1:1,12 Jun 2010,-,-,07 Jun 2010,10 Jun 2010,-
531882,KWALITY,Kwality Limited,15 Jun 2010,Bonus issue 5:7,16 Jun 2010,-,-,09 Jun 2010,15 Jun 2010,-
507685,WIPRO,WIPRO LTD.,15 Jun 2010,Bonus issue 2:3,16 Jun 2010,-,-,09 Jun 2010,15 Jun 2010,-
590078,MAITHANALL,MAITHAN ALLOYS LTD.,17 Jun 2010,Bonus issue 1:2,19 Jun 2010,-,-,14 Jun 2010,17 Jun 2010,-
531816,PANORAMUNI,PANORAMIC UNIVERSAL LTD.,21 Jun 2010,Bonus issue 5:1,22 Jun 2010,-,-,15 Jun 2010,21 Jun 2010,-
517447,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,21 Jun 2010,Bonus issue 28100     ,22 Jun 2010,-,-,15 Jun 2010,21 Jun 2010,-
500900,STERLITEIND,STERLITE INDUSTRIES (INDIA) LTD.,21 Jun 2010,Bonus issue 1:1,22 Jun 2010,-,-,15 Jun 2010,21 Jun 2010,-
500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,23 Jun 2010,Bonus issue 1:1,24 Jun 2010,-,-,17 Jun 2010,23 Jun 2010,-
532837,ORBITCORP,ORBIT CORPORATION LTD.,29 Jun 2010,Bonus issue 1:1,30 Jun 2010,-,-,23 Jun 2010,28 Jun 2010,-
505978,TRITONV,TRITON VALVES LTD.,05 Jul 2010,Bonus issue 2:1,06 Jul 2010,-,-,29 Jun 2010,05 Jul 2010,-
503101,MARATHON,MARATHON NEXTGEN REALTY LTD.,06 Jul 2010,Bonus issue 1:2,07 Jul 2010,-,-,29 Jun 2010,06 Jul 2010,-
526560,ENGLISHIN,EICL LTD.-$,07 Jul 2010,Bonus issue 5:4,-,09 Jul 2010,09 Jul 2010,02 Jul 2010,08 Jul 2010,-
523642,PIIND,PI Industries Ltd,08 Jul 2010,Bonus issue 1:2,-,10 Jul 2010,10 Jul 2010,05 Jul 2010,08 Jul 2010,-
504392,KRISHNA,Krishna Ventures Limited,09 Jul 2010,Bonus issue 5:1,-,23 Jul 2010,23 Jul 2010,09 Jul 2010,28 Jul 2010,-
505355,NESCO,NESCO LTD.,20 Jul 2010,Bonus issue 1:1,21 Jul 2010,-,-,14 Jul 2010,20 Jul 2010,-
504067,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,21 Jul 2010,Bonus issue 1:1,-,23 Jul 2010,26 Jul 2010,16 Jul 2010,22 Jul 2010,-
532927,ECLERX,ECLERX SERVICES LTD.,23 Jul 2010,Bonus issue 1:2,26 Jul 2010,-,-,19 Jul 2010,23 Jul 2010,-
524727,SDL,Span Divergent Ltd-$,27 Jul 2010,Bonus issue 1:1,28 Jul 2010,-,-,21 Jul 2010,27 Jul 2010,-
513377,MMTC,MMTC LTD.,29 Jul 2010,Bonus issue 1:1,30 Jul 2010,-,-,23 Jul 2010,29 Jul 2010,-
500875,ITC,ITC LTD.,03 Aug 2010,Bonus issue 1:1,04 Aug 2010,-,-,28 Jul 2010,03 Aug 2010,-
505075,SETCO,SETCO AUTOMOTIVE LTD.,05 Aug 2010,Bonus issue 1:1,-,09 Aug 2010,10 Aug 2010,02 Aug 2010,06 Aug 2010,-
532922,EDELWEISS,Edelweiss Financial Services Ltd.,10 Aug 2010,Bonus issue 1:1,11 Aug 2010,-,-,04 Aug 2010,10 Aug 2010,-
500185,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,10 Aug 2010,Bonus issue 1:1,11 Aug 2010,-,-,04 Aug 2010,10 Aug 2010,-
531845,ZENITHBIR,ZENITH BIRLA (INDIA) LTD.-$,11 Aug 2010,Bonus issue 1:5,12 Aug 2010,-,-,05 Aug 2010,11 Aug 2010,-
500003,AEGISLOG,AEGIS LOGISTICS LTD.,18 Aug 2010,Bonus issue 2:3,20 Aug 2010,-,-,13 Aug 2010,19 Aug 2010,-
521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,23 Aug 2010,Bonus issue 1:2,24 Aug 2010,-,-,17 Aug 2010,23 Aug 2010,-
512355,ZANUKCOM,ANUKARAN COMMERCIAL ENTERPRISES LTD.,26 Aug 2010,Bonus issue 5:1,28 Aug 2010,-,-,23 Aug 2010,26 Aug 2010,-
532443,CERA,CERA SANITARYWARE LTD.,02 Sep 2010,Bonus issue 1:1,03 Sep 2010,-,-,27 Aug 2010,02 Sep 2010,-
512443,GANONPRO,Ganon Products Ltd,02 Sep 2010,Bonus issue 2:1,-,14 Sep 2010,14 Sep 2010,02 Sep 2010,17 Sep 2010,-
530367,NRBBEARING,NRB BEARINGS LTD.,03 Sep 2010,Bonus issue 1:1,06 Sep 2010,-,-,30 Aug 2010,03 Sep 2010,-
524109,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,06 Sep 2010,Bonus issue 1:1,07 Sep 2010,-,-,31 Aug 2010,06 Sep 2010,-
516108,STHINPA,SOUTH INDIA PAPER MILLS LTD.,06 Sep 2010,Bonus issue 1:1,-,08 Sep 2010,10 Sep 2010,01 Sep 2010,07 Sep 2010,-
532977,BAJAJ-AUTO,BAJAJ AUTO LTD.,08 Sep 2010,Bonus issue 1:1,10 Sep 2010,-,-,03 Sep 2010,08 Sep 2010,-
500096,DABUR,DABUR INDIA LTD.,08 Sep 2010,Bonus issue 1:1,10 Sep 2010,-,-,03 Sep 2010,08 Sep 2010,-
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,08 Sep 2010,Bonus issue 1:1,09 Sep 2010,-,-,02 Sep 2010,08 Sep 2010,-
524689,PARENTLD,PARENTERAL DRUGS (INDIA) LTD.-$,13 Sep 2010,Bonus issue 1:3,-,15 Sep 2010,15 Sep 2010,07 Sep 2010,14 Sep 2010,-
