Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
530445,SUMERUIND,SUMERU INDUSTRIES LTD.,22 Aug 2005,-,27 Aug 2005,-,-,22 Aug 2005,25 Aug 2005,-
513023,NBVENTURES,NAVA BHARAT VENTURES LTD.,24 Aug 2005,-,31 Aug 2005,-,-,24 Aug 2005,30 Aug 2005,-
500294,NCC,NCC Limited,24 Aug 2005,-,31 Aug 2005,-,-,24 Aug 2005,30 Aug 2005,-
503655,AEONIA,AEONIAN INVESTMENTS CO.LTD.,25 Aug 2005,-,01 Sep 2005,-,-,25 Aug 2005,31 Aug 2005,-
531976,GRIVS,KEDIA INFOTECH LTD.,26 Aug 2005,-,02 Sep 2005,-,-,26 Aug 2005,01 Sep 2005,-
500440,HINDALCO,HINDALCO INDUSTRIES LTD.,30 Aug 2005,-,06 Sep 2005,-,-,30 Aug 2005,05 Sep 2005,-
504336,INTRA,INDTRADECO LTD.,02 Sep 2005,-,12 Sep 2005,-,-,02 Sep 2005,09 Sep 2005,-
532282,CASTEXTECH,Castex Technologies Ltd-$,08 Sep 2005,-,-,15 Sep 2005,19 Sep 2005,08 Sep 2005,14 Sep 2005,-
503960,BBL,BHARAT BIJLEE LTD.-$,09 Sep 2005,-,16 Sep 2005,-,-,09 Sep 2005,15 Sep 2005,-
531500,RAJESHEXPO,RAJESH EXPORTS LTD.,09 Sep 2005,-,16 Sep 2005,-,-,09 Sep 2005,15 Sep 2005,-
530149,KSLIND,KSL AND INDUSTRIES LTD.-$,16 Sep 2005,-,23 Sep 2005,-,-,16 Sep 2005,22 Sep 2005,-
522292,CHANDNI,Chandni Textiles Engineering Ind. Ltd,19 Sep 2005,-,-,26 Sep 2005,29 Sep 2005,19 Sep 2005,23 Sep 2005,-
506894,CHEMFALKAL,CHEMFAB ALKALIS LTD.,20 Sep 2005,-,27 Sep 2005,-,-,20 Sep 2005,26 Sep 2005,-
500117,DCW,DCW LTD.,20 Sep 2005,-,27 Sep 2005,-,-,20 Sep 2005,26 Sep 2005,-
500331,PIDILITIND,PIDILITE INDUSTRIES LTD.,20 Sep 2005,-,27 Sep 2005,-,-,20 Sep 2005,26 Sep 2005,-
500875,ITC,ITC LTD.,21 Sep 2005,-,28 Sep 2005,-,-,21 Sep 2005,27 Sep 2005,-
520066,JAYBARMARU,JAY BHARAT MARUTI LTD.,23 Sep 2005,-,30 Sep 2005,-,-,23 Sep 2005,28 Sep 2005,-
530377,NILA,NILA INFRASTRUCTURES LTD.,26 Sep 2005,-,01 Oct 2005,-,-,26 Sep 2005,28 Sep 2005,-
511630,SAMBHAAV,SAMBHAAV MEDIA LTD.,26 Sep 2005,-,01 Oct 2005,-,-,26 Sep 2005,28 Sep 2005,-
523236,SHRENUJ,SHRENUJ & CO.LTD.,26 Sep 2005,-,03 Oct 2005,-,-,26 Sep 2005,30 Sep 2005,-
531175,BLSINFOTE,BLS INFOTECH LTD.,28 Sep 2005,-,06 Oct 2005,-,-,28 Sep 2005,05 Oct 2005,-
512070,UPL,UPL Limited,28 Sep 2005,-,05 Oct 2005,-,-,28 Sep 2005,04 Oct 2005,-
511523,VEERHEALTH,Veerhealth Care Limited,28 Sep 2005,-,05 Oct 2005,-,-,28 Sep 2005,04 Oct 2005,-
505324,MANUGRAPH,MANUGRAPH INDIA LTD.-$,03 Oct 2005,-,10 Oct 2005,-,-,03 Oct 2005,07 Oct 2005,-
531942,MILLENCY,MILLENNIUM CYBERTECH LTD.,03 Oct 2005,-,-,08 Oct 2005,14 Oct 2005,03 Oct 2005,06 Oct 2005,-
504351,EMPOWER,EMPOWER INDIA LTD.,06 Oct 2005,-,-,14 Oct 2005,15 Oct 2005,06 Oct 2005,13 Oct 2005,-
532493,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,07 Oct 2005,-,15 Oct 2005,-,-,07 Oct 2005,13 Oct 2005,-
523367,DCMSHRIRAM,DCM Shriram Limited,07 Oct 2005,-,17 Oct 2005,-,-,07 Oct 2005,14 Oct 2005,-
531959,NEWINFRA,Newtime Infrastructure Limited,07 Oct 2005,-,17 Oct 2005,-,-,07 Oct 2005,14 Oct 2005,-
500173,GUJFLUORO,GUJARAT FLUOROCHEMICALS LTD.,10 Oct 2005,-,18 Oct 2005,-,-,10 Oct 2005,17 Oct 2005,-
502742,SINTEX,SINTEX INDUSTRIES LTD.,10 Oct 2005,-,18 Oct 2005,-,-,10 Oct 2005,17 Oct 2005,-
532390,TAJGVK,TAJGVK HOTELS & RESORTS LTD.,10 Oct 2005,-,18 Oct 2005,-,-,10 Oct 2005,17 Oct 2005,-
506685,ULTRAMAR,ULTRAMARINE & PIGMENTS LTD.-$,10 Oct 2005,-,18 Oct 2005,-,-,10 Oct 2005,17 Oct 2005,-
514043,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,14 Oct 2005,-,21 Oct 2005,-,-,14 Oct 2005,20 Oct 2005,-
532607,ONTRACK,ONTRACK SYSTEMS LTD.,14 Oct 2005,-,21 Oct 2005,-,-,14 Oct 2005,20 Oct 2005,-
526045,LUMITECH,LUMINAIRE TECHNOLOGIES LTD.,18 Oct 2005,-,25 Oct 2005,-,-,18 Oct 2005,24 Oct 2005,-
500233,KAJARIACER,KAJARIA CERAMICS LTD.,19 Oct 2005,-,26 Oct 2005,-,-,19 Oct 2005,25 Oct 2005,-
531671,BISIL,Bisil Plast Limited,20 Oct 2005,-,27 Oct 2005,-,-,20 Oct 2005,26 Oct 2005,-
532526,DISHMAN,DISHMAN PHARMACEUTICALS & CHEMICALS LTD.,21 Oct 2005,-,28 Oct 2005,-,-,21 Oct 2005,27 Oct 2005,-
512257,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,21 Oct 2005,-,28 Oct 2005,-,-,21 Oct 2005,27 Oct 2005,-
526829,CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,24 Oct 2005,-,31 Oct 2005,-,-,24 Oct 2005,27 Oct 2005,-
521176,GANGOTRI,GANGOTRI TEXTILES LTD.,24 Oct 2005,-,31 Oct 2005,-,-,24 Oct 2005,27 Oct 2005,-
526859,ISFL,ISF LIMITED,24 Oct 2005,-,31 Oct 2005,-,-,24 Oct 2005,27 Oct 2005,-
526707,ALCHEM,ALCHEMIST LTD.,26 Oct 2005,-,02 Nov 2005,-,-,26 Oct 2005,01 Nov 2005,-
531591,BAMPSL,BAMPSL SECURITIES LTD.,26 Oct 2005,-,04 Nov 2005,-,-,26 Oct 2005,01 Nov 2005,-
526917,CHDDLTD,CHD DEVELOPERS LTD.-$,26 Oct 2005,-,02 Nov 2005,-,-,26 Oct 2005,01 Nov 2005,-
531565,INDOPACIFIC,Indo Pacific Projects Ltd,26 Oct 2005,-,07 Nov 2005,-,-,26 Oct 2005,02 Nov 2005,-
521246,PARASPETRO,PARAS PETROFILS LTD.,26 Oct 2005,-,07 Nov 2005,-,-,26 Oct 2005,02 Nov 2005,-
508998,STEERINTER,STERLING INTERNATIONAL ENTERPRISES LTD.-$,26 Oct 2005,-,07 Nov 2005,-,-,26 Oct 2005,02 Nov 2005,-
531901,STERWEB,STERLING WEBNET LTD.,26 Oct 2005,-,05 Nov 2005,-,-,26 Oct 2005,01 Nov 2005,-
500097,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,27 Oct 2005,-,08 Nov 2005,-,-,27 Oct 2005,07 Nov 2005,-
512129,JAYAMEL,JAYANT MERCANTILE CO.LTD.,27 Oct 2005,-,08 Nov 2005,-,-,27 Oct 2005,07 Nov 2005,-
523810,KALEFILMS,DIVINE MULTIMEDIA (INDIA) LTD.,27 Oct 2005,-,08 Nov 2005,-,-,27 Oct 2005,07 Nov 2005,-
531904,KARUNACAB,GLOBUS CORPORATION LTD.-$,27 Oct 2005,-,08 Nov 2005,-,-,27 Oct 2005,07 Nov 2005,-
500024,ASSAMCO,Assam Company (India) Limited,28 Oct 2005,-,09 Nov 2005,-,-,28 Oct 2005,08 Nov 2005,-
530665,ZENITHHE,ZENITH HEALTH CARE LTD.,28 Oct 2005,-,09 Nov 2005,-,-,28 Oct 2005,08 Nov 2005,-
526717,GOPALA,GOPALA POLYPLAST LTD.,31 Oct 2005,-,10 Nov 2005,-,-,31 Oct 2005,09 Nov 2005,-
531646,RFLINT,RFL INTERNATIONAL LTD.,31 Oct 2005,-,10 Nov 2005,-,-,31 Oct 2005,09 Nov 2005,-
512093,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.,02 Nov 2005,-,11 Nov 2005,-,-,02 Nov 2005,10 Nov 2005,-
505840,JAIPAN,JAIPAN INDUSTRIES LTD.,02 Nov 2005,-,11 Nov 2005,-,-,02 Nov 2005,10 Nov 2005,-
512349,LINKH,LINKHOUSE INDUSTRIES LTD.,02 Nov 2005,-,11 Nov 2005,-,-,02 Nov 2005,10 Nov 2005,-
532641,NDL,Nandan Denim Limited,02 Nov 2005,-,11 Nov 2005,-,-,02 Nov 2005,10 Nov 2005,-
517973,DMCEDU,DMC Education Ltd,07 Nov 2005,-,12 Nov 2005,-,-,07 Nov 2005,10 Nov 2005,-
521248,KITEX,KITEX GARMENTS LTD.,07 Nov 2005,-,14 Nov 2005,-,-,07 Nov 2005,11 Nov 2005,-
500185,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,08 Nov 2005,-,16 Nov 2005,-,-,08 Nov 2005,14 Nov 2005,-
531717,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,08 Nov 2005,-,16 Nov 2005,-,-,08 Nov 2005,14 Nov 2005,-
590047,SUNDARAM,SUNDERAM MULTI PAP LTD.-$,09 Nov 2005,-,17 Nov 2005,-,-,09 Nov 2005,16 Nov 2005,-
531544,VERTEXSPG,VERTEX SPINNING LTD.,11 Nov 2005,-,-,21 Nov 2005,24 Nov 2005,11 Nov 2005,18 Nov 2005,-
500045,BELLARYS,BELLARY STEELS & ALLOYS LTD.,02 Dec 2005,-,09 Dec 2005,-,-,02 Dec 2005,08 Dec 2005,-
531497,MADHUCON,MADHUCON PROJECTS LTD.-$,02 Dec 2005,-,09 Dec 2005,-,-,02 Dec 2005,08 Dec 2005,-
516098,VENTURA,VENTURA TEXTILES LTD.,02 Dec 2005,-,09 Dec 2005,-,-,02 Dec 2005,08 Dec 2005,-
503100,PHOENIXLTD,The Phoenix Mills Ltd,09 Dec 2005,-,16 Dec 2005,-,-,09 Dec 2005,15 Dec 2005,-
531800,SHEETALB,SHEETAL BIO-AGRO TECH LTD.,19 Dec 2005,-,26 Dec 2005,-,-,19 Dec 2005,23 Dec 2005,-
532139,GTEIT,G-TECH INFO-TRAINING LTD.,21 Dec 2005,-,28 Dec 2005,-,-,21 Dec 2005,27 Dec 2005,-
530069,PROTODEV,PROTO DEVELOPERS & TECHNOLOGIES LTD.,23 Dec 2005,-,30 Dec 2005,-,-,23 Dec 2005,29 Dec 2005,-
513418,SMFIL,Smiths & Founders (India) Limited,27 Dec 2005,-,03 Jan 2006,-,-,27 Dec 2005,02 Jan 2006,-
505714,GABRIEL,GABRIEL INDIA LTD.-$,30 Dec 2005,-,06 Jan 2006,-,-,30 Dec 2005,05 Jan 2006,-
500187,HSIL,HSIL LTD.,30 Dec 2005,-,06 Jan 2006,-,-,30 Dec 2005,05 Jan 2006,-
530943,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,30 Dec 2005,-,06 Jan 2006,-,-,30 Dec 2005,05 Jan 2006,-
506395,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,02 Jan 2006,-,09 Jan 2006,-,-,02 Jan 2006,06 Jan 2006,-
530695,PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,02 Jan 2006,-,09 Jan 2006,-,-,02 Jan 2006,06 Jan 2006,-
526715,ANTARTICL,ANTARCTICA LTD.,06 Jan 2006,-,16 Jan 2006,-,-,06 Jan 2006,13 Jan 2006,-
524226,GAEL,GUJARAT AMBUJA EXPORTS LTD.,06 Jan 2006,-,16 Jan 2006,-,-,06 Jan 2006,13 Jan 2006,-
532497,RADICO,RADICO KHAITAN LTD.,06 Jan 2006,-,16 Jan 2006,-,-,06 Jan 2006,13 Jan 2006,-
511706,ACTIONFI,ACTION FINANCIAL SERVICES (INDIA) LTD.,10 Jan 2006,-,18 Jan 2006,-,-,10 Jan 2006,17 Jan 2006,-
524208,AARTIIND,AARTI INDUSTRIES LTD.,13 Jan 2006,-,20 Jan 2006,-,-,13 Jan 2006,19 Jan 2006,-
509040,NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,13 Jan 2006,-,20 Jan 2006,-,-,13 Jan 2006,19 Jan 2006,-
512519,DONEAR,DONEAR INDUSTRIES LTD.-$,27 Jan 2006,-,03 Feb 2006,-,-,27 Jan 2006,02 Feb 2006,-
531633,LINCOPH,LINCOLN PHARMACEUTICALS LTD.,08 Feb 2006,-,16 Feb 2006,-,-,08 Feb 2006,15 Feb 2006,-
530619,RELIGLOBE,RELIGARE TECHNOVA GLOBAL SOLUTIONS LTD.,15 Feb 2006,-,22 Feb 2006,-,-,15 Feb 2006,21 Feb 2006,-
532613,VIPCLOTHNG,VIP Clothing Ltd,16 Feb 2006,-,23 Feb 2006,-,-,16 Feb 2006,22 Feb 2006,-
500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,20 Feb 2006,-,27 Feb 2006,-,-,20 Feb 2006,24 Feb 2006,-
524394,VIMTALABS,VIMTA LABS LTD.-$,24 Feb 2006,-,03 Mar 2006,-,-,24 Feb 2006,02 Mar 2006,-
512233,JAYTEX,JAYBHARAT TEXTILES & REAL ESTATE LTD.,03 Mar 2006,-,10 Mar 2006,-,-,03 Mar 2006,09 Mar 2006,-
506355,CHEMPLAST,CHEMPLAST SANMAR LTD.,08 Mar 2006,-,15 Mar 2006,-,-,08 Mar 2006,13 Mar 2006,-
526133,SUPERTEX,SUPERTEX INDUSTRIES LTD.,08 Mar 2006,-,16 Mar 2006,-,-,08 Mar 2006,14 Mar 2006,-
530019,JUBILANT,JUBILANT LIFE SCIENCES LIMITED,17 Mar 2006,-,24 Mar 2006,-,-,17 Mar 2006,23 Mar 2006,-
532342,COMMEXTECH,Commex Technology Limited,21 Mar 2006,-,28 Mar 2006,-,-,21 Mar 2006,27 Mar 2006,-
532345,GATI,GATI LTD.,21 Mar 2006,-,28 Mar 2006,-,-,21 Mar 2006,27 Mar 2006,-
527001,ASHAPURMIN,ASHAPURA MINECHEM LTD.,24 Mar 2006,-,31 Mar 2006,-,-,24 Mar 2006,30 Mar 2006,-
500178,HARCR,HARIG CRANKSHAFTS LTD.,29 Mar 2006,-,07 Apr 2006,-,-,29 Mar 2006,05 Apr 2006,-
530773,IVRCLINFRA,IVRCL LTD,29 Mar 2006,-,07 Apr 2006,-,-,29 Mar 2006,05 Apr 2006,-
505397,TECHELE,TECHNO ELECTRIC & ENGINEERING COMPANY LTD.,31 Mar 2006,-,10 Apr 2006,-,-,31 Mar 2006,07 Apr 2006,-
500411,THERMAX,THERMAX LTD.,31 Mar 2006,-,10 Apr 2006,-,-,31 Mar 2006,07 Apr 2006,-
512247,ASHCAP,ASHIRWAD CAPITAL LTD.,03 Apr 2006,-,12 Apr 2006,-,-,03 Apr 2006,10 Apr 2006,-
500265,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,18 Apr 2006,-,25 Apr 2006,-,-,18 Apr 2006,24 Apr 2006,-
500900,STERLITEIND,STERLITE INDUSTRIES (INDIA) LTD.,05 May 2006,-,12 May 2006,-,-,05 May 2006,11 May 2006,-
500013,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,10 May 2006,-,17 May 2006,-,-,10 May 2006,16 May 2006,-
506076,GRINDWELL,GRINDWELL NORTON LTD.-$,26 May 2006,-,02 Jun 2006,-,-,26 May 2006,01 Jun 2006,-
509627,HINDDORROL,HINDUSTAN DORR-OLIVER LTD.,26 May 2006,-,02 Jun 2006,-,-,26 May 2006,01 Jun 2006,-
500298,NATPEROX,NATIONAL PEROXIDE LTD.,26 May 2006,-,02 Jun 2006,-,-,26 May 2006,01 Jun 2006,-
522199,MONOZYM,MONOZYME INDIA LTD.,30 May 2006,-,06 Jun 2006,-,-,30 May 2006,05 Jun 2006,-
504973,TIFHL,TI Financial Holdings Ltd,31 May 2006,-,07 Jun 2006,-,-,31 May 2006,06 Jun 2006,-
512332,BIRLACAP,BIRLA CAPITAL & FINANCIAL SERVICES LTD.,08 Jun 2006,-,-,15 Jun 2006,19 Jun 2006,08 Jun 2006,14 Jun 2006,-
500135,ESSELPRO,ESSEL PROPACK LTD.,08 Jun 2006,-,15 Jun 2006,-,-,08 Jun 2006,14 Jun 2006,-
532478,UBL,UNITED BREWERIES LTD.-$,09 Jun 2006,-,16 Jun 2006,-,-,09 Jun 2006,15 Jun 2006,-
500550,SIEMENS,SIEMENS LTD.,13 Jun 2006,-,20 Jun 2006,-,-,13 Jun 2006,19 Jun 2006,-
506820,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,15 Jun 2006,-,22 Jun 2006,-,-,15 Jun 2006,21 Jun 2006,-
507878,UNITECH,UNITECH LTD.,23 Jun 2006,-,30 Jun 2006,-,-,23 Jun 2006,29 Jun 2006,-
532175,CYIENT,Cyient Limited,28 Jul 2006,-,04 Aug 2006,-,-,28 Jul 2006,03 Aug 2006,-
513250,JYOTISTRUC,JYOTI STRUCTURES LTD.,28 Jul 2006,-,04 Aug 2006,-,-,28 Jul 2006,03 Aug 2006,-
506260,ANUHPHR,ANUH PHARMA LTD.,31 Jul 2006,-,07 Aug 2006,-,-,31 Jul 2006,04 Aug 2006,-
507500,BHSIL,BAJAJ HINDUSTHAN SUGAR & INDUSTRIES LTD.-$,31 Jul 2006,-,07 Aug 2006,-,-,31 Jul 2006,04 Aug 2006,-
512449,SVCRES,SVC Resources Limited,03 Aug 2006,-,10 Aug 2006,-,-,03 Aug 2006,09 Aug 2006,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,10 Aug 2006,-,18 Aug 2006,-,-,10 Aug 2006,17 Aug 2006,-
532318,GEMINI,GEMINI COMMUNICATION LTD.,18 Aug 2006,-,25 Aug 2006,-,-,18 Aug 2006,24 Aug 2006,-
532424,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,24 Aug 2006,-,31 Aug 2006,-,-,24 Aug 2006,30 Aug 2006,-
500164,GODREJIND,GODREJ INDUSTRIES LTD.,25 Aug 2006,-,01 Sep 2006,-,-,25 Aug 2006,31 Aug 2006,-
521180,SUPERSPIN,SUPER SPINNING MILLS LTD.,01 Sep 2006,-,08 Sep 2006,-,-,01 Sep 2006,07 Sep 2006,-
500086,EXIDEIND,EXIDE INDUSTRIES LTD.,08 Sep 2006,-,15 Sep 2006,-,-,08 Sep 2006,14 Sep 2006,-
500193,HOTELEELA,HOTEL LEELAVENTURE LTD.,08 Sep 2006,-,15 Sep 2006,-,-,08 Sep 2006,14 Sep 2006,-
500840,EIHOTEL,EIH LTD.,12 Sep 2006,-,19 Sep 2006,-,-,12 Sep 2006,18 Sep 2006,-
500322,PANCM,PANYAM CEMENTS & MINERAL INDUSTRIES LTD.,13 Sep 2006,-,-,25 Sep 2006,27 Sep 2006,13 Sep 2006,27 Sep 2006,-
523838,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,13 Sep 2006,-,20 Sep 2006,-,-,13 Sep 2006,19 Sep 2006,-
500067,BLUESTARCO,BLUE STAR LTD.,20 Sep 2006,-,27 Sep 2006,-,-,20 Sep 2006,26 Sep 2006,-
500575,VOLTAS,VOLTAS LTD.,22 Sep 2006,-,29 Sep 2006,-,-,22 Sep 2006,28 Sep 2006,-
506235,ALEMBICLTD,ALEMBIC LTD.,26 Sep 2006,-,04 Oct 2006,-,-,26 Sep 2006,03 Oct 2006,-
532285,GEOJITFSL,Geojit Financial Services Ltd,26 Sep 2006,-,04 Oct 2006,-,-,26 Sep 2006,03 Oct 2006,-
508989,NAVNETEDUL,Navneet Education Limited,27 Sep 2006,-,05 Oct 2006,-,-,27 Sep 2006,04 Oct 2006,-
500268,MANALIPETC,MANALI PETROCHEMICAL LTD.,28 Sep 2006,-,06 Oct 2006,-,-,28 Sep 2006,05 Oct 2006,-
503310,SWANENERGY,SWAN ENERGY LTD.,13 Oct 2006,-,20 Oct 2006,-,-,13 Oct 2006,18 Oct 2006,-
520043,MUNJALSHOW,MUNJAL SHOWA LTD.,16 Oct 2006,-,23 Oct 2006,-,-,16 Oct 2006,21 Oct 2006,-
505700,ELECON,ELECON ENGINEERING CO.LTD.,17 Oct 2006,-,26 Oct 2006,-,-,17 Oct 2006,23 Oct 2006,-
505255,GMM,GMM PFAUDLER LTD.,20 Oct 2006,-,31 Oct 2006,-,-,20 Oct 2006,30 Oct 2006,-
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,27 Oct 2006,-,03 Nov 2006,-,-,27 Oct 2006,02 Nov 2006,-
506874,SHREEJAL,SHREEJAL INFO HUBS LTD.,14 Nov 2006,-,21 Nov 2006,-,-,14 Nov 2006,20 Nov 2006,-
531934,SUPREMETEX,SUPREME TEX MART LTD.,17 Nov 2006,-,24 Nov 2006,-,-,17 Nov 2006,23 Nov 2006,-
531147,ALICON,Alicon Castalloy Limited,04 Dec 2006,-,11 Dec 2006,-,-,04 Dec 2006,08 Dec 2006,-
532349,TCI,TRANSPORT CORPORATION OF INDIA LTD.,05 Dec 2006,-,12 Dec 2006,-,-,05 Dec 2006,11 Dec 2006,-
519260,SANWARIA,Sanwaria Consumer Ltd-$,08 Dec 2006,-,15 Dec 2006,-,-,08 Dec 2006,14 Dec 2006,-
509488,GRAPHITE,GRAPHITE INDIA LTD.,11 Dec 2006,-,18 Dec 2006,-,-,11 Dec 2006,15 Dec 2006,-
523574,FEL,Future Enterprises Ltd,12 Dec 2006,-,19 Dec 2006,-,-,12 Dec 2006,18 Dec 2006,-
500252,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,13 Dec 2006,-,20 Dec 2006,-,-,13 Dec 2006,19 Dec 2006,-
519570,LAKSHMIO,LAKSHMI OVERSEAS INDUSTRIES LTD.,15 Dec 2006,-,22 Dec 2006,-,-,15 Dec 2006,21 Dec 2006,-
517569,KEI,KEI INDUSTRIES LTD.,21 Dec 2006,-,29 Dec 2006,-,-,21 Dec 2006,28 Dec 2006,-
532662,HTMEDIA,HT MEDIA LTD.,28 Dec 2006,-,05 Jan 2007,-,-,28 Dec 2006,04 Jan 2007,-
532400,KPIT,KPIT Technologies Limited,04 Jan 2007,-,11 Jan 2007,-,-,04 Jan 2007,10 Jan 2007,-
512018,CNIRESLTD,CNI RESEARCH LTD.,08 Jan 2007,-,15 Jan 2007,-,-,08 Jan 2007,12 Jan 2007,-
500144,FINCABLES,FINOLEX CABLES LTD.,08 Jan 2007,-,15 Jan 2007,-,-,08 Jan 2007,12 Jan 2007,-
512233,JAYTEX,JAYBHARAT TEXTILES & REAL ESTATE LTD.,09 Jan 2007,-,16 Jan 2007,-,-,09 Jan 2007,15 Jan 2007,-
532166,ALKASEC,ALKA SECURITIES LTD.,15 Jan 2007,-,20 Jan 2007,-,-,15 Jan 2007,18 Jan 2007,-
530555,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,25 Jan 2007,-,05 Feb 2007,-,-,25 Jan 2007,02 Feb 2007,-
532630,GOKEX,GOKALDAS EXPORTS LTD.,08 Feb 2007,-,15 Feb 2007,-,-,08 Feb 2007,14 Feb 2007,-
531642,MARICO,MARICO LTD.,21 Feb 2007,-,28 Feb 2007,-,-,21 Feb 2007,27 Feb 2007,-
500271,MFSL,Max Financial Services Ltd,12 Mar 2007,-,19 Mar 2007,-,-,12 Mar 2007,15 Mar 2007,-
532608,DCHL,DECCAN CHRONICLE HOLDINGS LTD.,13 Mar 2007,-,21 Mar 2007,-,-,13 Mar 2007,20 Mar 2007,-
521149,PRIMEURB,PRIME URBAN DEVELOPMENT INDIA LTD.,13 Mar 2007,-,20 Mar 2007,-,-,13 Mar 2007,19 Mar 2007,-
531276,BOMSS,BOMBAY SWADESHI STORES LTD.,20 Mar 2007,-,28 Mar 2007,-,-,20 Mar 2007,26 Mar 2007,-
531456,MINAXI,MINAXI TEXTILES LTD.,21 Mar 2007,-,29 Mar 2007,-,-,21 Mar 2007,28 Mar 2007,-
530239,SUVEN,SUVEN LIFE SCIENCES LTD.,23 Mar 2007,-,02 Apr 2007,-,-,23 Mar 2007,29 Mar 2007,-
530367,NRBBEARING,NRB BEARINGS LTD.,26 Mar 2007,-,04 Apr 2007,-,-,26 Mar 2007,03 Apr 2007,-
532693,PUNJLLOYD,PUNJ LLOYD LTD.,29 Mar 2007,-,06 Apr 2007,-,-,29 Mar 2007,04 Apr 2007,-
526642,MIRZAINT,MIRZA INTERNATIONAL LTD.,24 Apr 2007,-,01 May 2007,-,-,24 Apr 2007,30 Apr 2007,-
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,14 May 2007,-,21 May 2007,-,-,14 May 2007,18 May 2007,-
523477,GUJRATGAS,GUJARAT GAS CO.LTD.,15 May 2007,-,22 May 2007,-,-,15 May 2007,21 May 2007,-
509820,PAPERPROD,Huhtamaki PPL Limited,25 May 2007,-,01 Jun 2007,-,-,25 May 2007,31 May 2007,-
512199,COREEDUTEC,CORE Education & Technologies Ltd,06 Jun 2007,-,-,13 Jun 2007,14 Jun 2007,06 Jun 2007,12 Jun 2007,-
500002,ABB,ABB India Limited,28 Jun 2007,-,06 Jul 2007,-,-,28 Jun 2007,05 Jul 2007,-
523229,BHARATSE,BHARAT SEATS LTD.-$,28 Jun 2007,-,05 Jul 2007,-,-,28 Jun 2007,04 Jul 2007,-
508996,SATRAPROP,SATRA PROPERTIES (INDIA) LTD.,09 Jul 2007,-,14 Jul 2007,-,-,09 Jul 2007,12 Jul 2007,-
526209,KSOILS,K.S.OILS LTD.-$,18 Jul 2007,-,25 Jul 2007,-,-,18 Jul 2007,24 Jul 2007,-
532733,SUNTV,SUN TV NETWORK LTD.,23 Jul 2007,-,-,28 Jul 2007,06 Aug 2007,23 Jul 2007,26 Jul 2007,-
532751,EASUNREYRL,EASUN REYROLLE LTD.,31 Jul 2007,-,07 Aug 2007,-,-,31 Jul 2007,06 Aug 2007,-
532488,DIVISLAB,DIVI'S LABORATORIES LTD.,03 Aug 2007,-,-,10 Aug 2007,13 Aug 2007,03 Aug 2007,09 Aug 2007,-
506261,MODISNME,MODISON METALS LTD.-$,03 Aug 2007,-,10 Aug 2007,-,-,03 Aug 2007,09 Aug 2007,-
500877,APOLLOTYRE,APOLLO TYRES LTD.,17 Aug 2007,-,27 Aug 2007,-,-,17 Aug 2007,24 Aug 2007,-
512167,MATRAREAL,MATRA REALTY LTD.,17 Aug 2007,-,27 Aug 2007,-,-,17 Aug 2007,24 Aug 2007,-
532684,EKC,EVEREST KANTO CYLINDER LTD.,21 Aug 2007,-,28 Aug 2007,-,-,21 Aug 2007,27 Aug 2007,-
530073,SANGHVIMOV,SANGHVI MOVERS LTD.,23 Aug 2007,-,30 Aug 2007,-,-,23 Aug 2007,29 Aug 2007,-
500304,NIITLTD,NIIT LTD.,24 Aug 2007,-,31 Aug 2007,-,-,24 Aug 2007,30 Aug 2007,-
504036,HIRECT,HIND RECTIFIERS LTD.,28 Aug 2007,-,04 Sep 2007,-,-,28 Aug 2007,03 Sep 2007,-
517146,USHAMART,USHA MARTIN LTD.,29 Aug 2007,-,05 Sep 2007,-,-,29 Aug 2007,04 Sep 2007,-
532296,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,10 Sep 2007,-,-,17 Sep 2007,20 Sep 2007,10 Sep 2007,14 Sep 2007,-
